timestamp,pm2_5,pm10,no2,o3,so2,co,aqi
46:43.2,142.73,249.19,53.9,86.66,7.33,480.61,4
46:43.2,135.84,117.55,61.33,34.89,31.83,571.63,4
46:43.2,69.69,268.37,72.4,97.38,25.43,446.71,4
46:43.2,68.85,140.48,58.18,58.58,32.37,456.49,4
46:43.2,156.93,158.62,65.67,30.01,31.31,398.17,5
46:43.2,100.81,243.89,29.6,76,33.11,538.54,4
46:43.2,95.36,135.94,47.69,34.22,23.13,710.34,4
46:43.2,136.68,231.85,20.56,54.86,9.91,320.92,4
46:43.2,159.86,248.33,34.8,93.63,28.49,760.66,5
46:43.2,160.13,189.78,63.59,35.64,26.72,613.45,5
46:43.2,146.77,118.22,79.51,105.54,30.98,693.96,4
46:43.2,95.86,156.5,25.95,30.34,10.95,533.71,4
46:43.2,68.41,225.73,44.09,52.21,11.82,667.71,4
46:43.2,132.84,257.09,68,96.68,36.16,209.72,4
46:43.2,115.29,212.16,32.24,58.46,31.25,691.03,4
46:43.2,99.69,149.89,53.31,39.17,36.79,224.08,4
46:43.2,151.52,210.2,63.98,62.42,31.56,733.95,5
46:43.2,64.23,190.21,56.96,54.34,25.9,795.18,4
46:43.2,106.2,232.15,31.28,105.84,27.89,376.44,4
46:43.2,57.73,131,41.32,58.2,36.12,326.19,4
46:43.2,105.26,232.7,67.03,101,25.26,659.22,4
46:43.2,61.57,200.54,53.25,110.27,27.13,351.82,4
46:43.2,68.09,268.97,20.31,69.04,10.48,719.34,4
46:43.2,72.88,178.53,65.66,111.89,21.59,261.71,4
46:43.2,136.16,230.92,22.12,63.96,30.07,275.57,4
46:43.2,139.42,268.31,64.74,116.77,14.48,787.49,4
46:43.2,118.39,126.09,32.15,38.04,12.08,604.3,4
46:43.2,154.56,254.32,77.48,91.83,15.98,708.13,5
46:43.2,104.33,242.3,42.08,74.44,13.45,394.6,4
46:43.2,82.47,115.64,39.62,64.89,12.52,605.89,4
46:43.2,148.85,157.86,28.93,86.94,19.87,556.55,4
46:43.2,78.7,224.31,38.34,93.35,36.77,561.89,4
46:43.2,159.68,120.15,72.6,30.39,22.75,609.52,5
46:43.2,54.61,199.74,79.78,45.03,11.58,545.22,3
46:43.2,171.29,176.99,42.1,94.17,7.69,457.44,5
46:43.2,57.55,204.65,46.92,89.97,29.37,365.55,4
46:43.2,158.81,121.99,63.32,116.94,18.4,661.15,5
46:43.2,108.92,244.53,73.17,98.49,33.76,335.76,4
46:43.2,156.95,258.64,55.58,115.57,28.08,615.41,5
46:43.2,68.02,290.84,43.49,93.23,32.87,340,4
46:43.2,112.81,227.41,44.76,56.82,14.52,575.2,4
46:43.2,172.11,140,61.74,39.48,29.23,648.25,5
46:43.2,115.32,240.91,20.19,100.36,14.24,331.23,4
46:43.2,118.86,109.13,57.18,87.97,37.87,235.97,4
46:43.2,142.64,123.25,41.33,34.34,27.27,278.58,4
46:43.2,103.04,160.35,67.65,62.4,16.36,563.6,4
46:43.2,132.77,204.06,25.58,116.11,14.43,709.67,4
46:43.2,115.7,230.01,55.29,75.04,11.68,227,4
46:43.2,164.86,238.26,48.86,68.95,29.31,640.49,5
46:43.2,56.84,173.91,58.54,71.19,12.66,404.79,4
46:43.2,87.62,158.24,23.89,48.8,25.84,487.12,4
46:43.2,168.7,290.28,54.8,63.18,14.26,757.32,5
46:43.2,165.38,195,53.69,63.28,28.17,399.18,5
46:43.2,113.29,198.81,53.64,34.71,33.52,479.2,4
46:43.2,131.18,145.86,56.21,99.08,32.23,208.21,4
46:43.2,91.9,259.14,60.59,67.49,31.63,248.96,4
46:43.2,73.76,218.72,68.3,104,11.57,355.15,4
46:43.2,104.61,144.49,36.19,106.53,8.09,216.71,4
46:43.2,92.69,122.05,69.5,49.08,29.46,578.83,4
46:43.2,119.24,222.35,49.9,89.16,17.89,455.84,4
46:43.2,63.72,218.58,24.62,72.51,20.13,528.89,4
46:43.2,166.18,158.91,23.51,109.21,6.09,304.79,5
46:43.2,158.37,258.54,40.05,49.42,14.09,377.56,5
46:43.2,137.86,141.13,67.09,91,6.18,598.29,4
46:43.2,110.53,175.86,62.46,84.7,35.77,779.18,4
46:43.2,88.21,263.2,67.32,56.58,13.52,230.25,4
46:43.2,147.22,182.6,51.04,42.29,24.51,734.23,4
46:43.2,138.31,228.56,46.41,88.65,6.36,546.13,4
46:43.2,76.75,184.91,28.85,96.47,28.34,538.35,4
46:43.2,161.31,161.35,39.69,58.41,16.31,500.17,5
46:43.2,140.84,263.67,46.04,88.03,36.43,241.64,4
46:43.2,163.47,181.98,25.32,65.56,36.08,253.93,5
46:43.2,129.19,246.76,33.24,94.19,16.39,560.55,4
46:43.2,122.52,147.99,55.89,47.93,36.53,404.58,4
46:43.2,101.57,145.98,64.14,110.12,39.87,750.36,4
46:43.2,149.92,109.52,79.9,55.87,33.89,443.95,4
46:43.2,148.06,214.33,75.99,63.1,34.57,285.97,4
46:43.2,65.04,185.23,58.55,35.23,13.72,628.83,4
46:43.2,62.77,273.88,45.27,40.04,25.18,376.01,4
46:43.2,96.09,187.46,58.17,76.43,7.35,515.28,4
46:43.2,137.2,256.73,67.14,54.08,8.32,618.7,4
46:43.2,158.94,136.6,27.1,105.19,39.96,740.16,5
46:43.2,71.73,253.96,44.59,31.32,16.43,675.31,4
46:43.2,130.38,257.98,70.39,64.12,31.19,605.82,4
46:43.2,93.6,229.14,43.03,60.36,33.23,607.78,4
46:43.2,170.83,263.48,54.31,31.74,35.03,767.55,5
46:43.2,141.91,226.44,55.27,41.19,39.92,377.49,4
46:43.2,160.2,232.14,31.07,67.23,13.45,200.67,5
46:43.2,106.66,131.78,41.73,74.36,6.41,363.17,4
46:43.2,106.49,122.08,40.07,66.39,19.39,330.73,4
46:43.2,84.67,260.71,21.57,77.78,9.55,597.1,4
46:43.2,63.45,219.53,21.45,83.56,5.78,580.23,4
46:43.2,146.12,235,69.9,30.89,17.61,556.08,4
46:43.2,139.61,183.14,36.38,71.77,32.43,209.75,4
46:43.2,178.48,139.95,51.08,116.71,24.82,637.27,5
46:43.2,177.62,140.97,37.92,76.71,15.95,394.12,5
46:43.2,124.75,239.75,76.44,90.98,27.9,599.03,4
46:43.2,144.67,187.59,35.56,58.07,13.12,533.95,4
46:43.2,168.94,152.1,45.78,99.66,5.5,405.64,5
46:43.2,141.85,182.61,72.36,99.56,31.75,280.75,4
46:43.2,81.73,119.89,70.52,76.92,26.83,256.65,4
46:43.2,103.63,204.19,31.17,117.84,31.68,698.91,4
46:43.2,71.83,160.24,68.16,41.3,6.36,751.04,4
46:43.2,159.5,240.93,47.49,31.53,34.3,589.87,5
46:43.2,117.67,155.9,48.98,99.31,26.68,262.06,4
46:43.2,82.73,191.07,28.01,102.64,24.72,441.22,4
46:43.2,137.12,119.07,24.84,40.82,26.86,637.36,4
46:43.2,123.12,122.08,63.68,53.9,35.26,667.89,4
46:43.2,91.07,168.59,49.79,31.58,25.54,270.93,4
46:43.2,65.74,184.28,46.21,56.4,25.33,200.02,4
46:43.2,126.3,204.82,63.77,99.58,39.67,627.28,4
46:43.2,111.01,156.4,65.93,76.62,31.49,413.96,4
46:43.2,145.41,233.42,29.53,61.33,20.48,352.69,4
46:43.2,115.91,260.2,56.61,63.46,29.76,207.74,4
46:43.2,155.69,249.82,28.12,30.12,18.62,524.18,5
46:43.2,115.5,116.33,65.08,56.98,13.01,710.69,4
46:43.2,124.32,201.65,59.42,88.18,25.89,774.58,4
46:43.2,147.67,124.15,77.4,117.68,37.49,539.45,4
46:43.2,100.74,151.99,24.14,106.24,37.52,508.68,4
46:43.2,74.06,289.7,23.42,32.12,16.97,251.03,4
46:43.2,56.52,129.73,36.93,110.87,23.47,529.32,4
46:43.2,132.74,184.9,35.7,100.49,12.41,427.99,4
46:43.2,132.35,227.68,34.82,100.23,39.85,564.28,4
46:43.2,131.83,224.85,74.38,71.22,39.34,433.24,4
46:43.2,81.95,211.43,34.97,65.82,27.73,344.18,4
46:43.2,66.44,105.94,36.32,57.26,33.15,256.98,4
46:43.2,59.19,171.38,65.56,35.91,30.03,388.95,4
46:43.2,92.76,193.75,46.98,50.54,25.76,257.99,4
46:43.2,114.32,118.72,66.6,52.19,6.87,306.14,4
46:43.2,101.5,173.59,23.92,73.57,20.92,792.4,4
46:43.2,101.11,113.22,49.25,97.27,28.62,466.46,4
46:43.2,154.72,123.18,22.02,72.64,28.71,519.12,5
46:43.2,89.31,167.98,23.76,35.21,18.06,724.17,4
46:43.2,107.84,127.53,74.39,116.2,37.96,797.34,4
46:43.2,139.62,201.36,28.35,114.85,10.86,549.63,4
46:43.2,94.53,214.48,51.95,100.67,22.51,687.48,4
46:43.2,133.05,260.97,44.67,119.22,29.18,396.16,4
46:43.2,141.82,135.35,40.84,79,29.4,383.45,4
46:43.2,161.97,139.81,73.99,116.65,27.7,441.62,5
46:43.2,68.57,122.59,21.31,36.8,14.64,603.5,4
46:43.2,155.39,212.91,59.83,62.91,10.47,609.32,5
46:43.2,117.88,244.73,77.8,50.28,27.26,389.14,4
46:43.2,80.82,111.64,53.61,47.62,25.98,279.93,4
46:43.2,114.57,287.2,76.21,42.67,11.28,579.44,4
46:43.2,158.8,115.66,23.14,86.02,29.68,277,5
46:43.2,115.01,209.94,45.13,100.32,20.93,547.1,4
46:43.2,93.44,232.66,35.61,82.05,28.37,616.05,4
46:43.2,133.91,272.51,63.85,43.23,34.31,620.37,4
46:43.2,83.54,233.76,78.88,103,10.94,652.08,4
46:43.2,64.82,247.91,35.39,87.24,5.67,723.72,4
46:43.2,67.37,161.67,59.25,64.93,32.27,499.98,4
46:43.2,66.99,237.02,31.89,90.67,26.34,638.15,4
46:43.2,77.36,132.92,53.92,53.39,29.49,571.5,4
46:43.2,69.79,255.88,47.84,61.07,34.34,311.98,4
46:43.2,125.44,200.27,78.32,112.57,33.1,215.41,4
46:43.2,79.21,258.56,56.51,56.15,38.63,370.72,4
46:43.2,92.53,183.66,40.97,72.3,23.76,465.82,4
46:43.2,166.54,234.34,26.85,110.11,22.1,570.26,5
46:43.2,112.79,207.25,29.07,93.69,19.07,709.98,4
46:43.2,132.59,238.18,33.52,35.6,10.38,317.75,4
46:43.2,79.4,132.55,35.06,43.26,25.04,275.33,4
46:43.2,72.55,114.28,71.04,30.71,14.7,778.09,4
46:43.2,58.47,148.19,53.67,86.78,37.25,264.83,4
46:43.2,74.55,138.11,51.4,70.29,25.41,487.09,4
46:43.2,83.8,248.38,26.89,42.08,25.75,551.34,4
46:43.2,78.47,154.01,71.61,116.21,17.42,524.82,4
46:43.2,69.88,292.47,63.37,77.67,6.82,251.62,4
46:43.2,68.75,166.76,24.06,51.77,6.11,234.22,4
46:43.2,105.18,139.38,62.47,75.05,19.82,263.29,4
46:43.2,84.33,260.8,52.61,91.17,7.96,551.35,4
46:43.2,96.04,220.91,24.9,36.86,26.24,526.61,4
46:43.2,112.21,195.39,47.5,54.72,35.83,340.24,4
46:43.2,130.5,200.95,49.08,102.63,35.9,582.66,4
46:43.2,63.94,246.45,29.95,71.37,28.07,692.04,4
46:43.2,146.97,151.86,76.74,79.19,12.39,224.95,4
46:43.2,131.06,289.85,71,68.95,35.2,498.88,4
46:43.2,68.06,288.05,60.14,33.95,36.01,613.59,4
46:43.2,150.37,216.26,47.74,44.92,11.88,351.39,4
46:43.2,157.63,144.14,44.71,70.1,30.81,384.66,5
46:43.2,65.97,237.54,59.06,48.83,15.03,568.18,4
46:43.2,85.31,121.7,52.73,34.5,33.09,738.76,4
46:43.2,152.44,122.07,23.74,105.93,39.9,685.95,5
46:43.2,148.61,165.07,50.75,118.31,6.05,549.88,4
46:43.2,78.02,193.06,68.38,101.38,36.41,638.13,4
46:43.2,82.19,266.77,47.55,106.84,26.79,418.89,4
46:43.2,101.74,244.37,23.12,51.78,39.07,584.58,4
46:43.2,115.7,248.45,67.18,116.46,21.28,479.71,4
46:43.2,123.37,180.73,32.08,47.72,34.66,313.96,4
46:43.2,91.08,159.21,35.52,115.63,7.18,621.04,4
46:43.2,106.29,171.89,29.88,119.53,16.73,533.88,4
46:43.2,143.18,284.82,39.81,94.06,7.35,415.17,4
46:43.2,59.68,117.9,65.41,118.3,39.14,746.8,4
46:43.2,87.27,266.83,51.16,81.26,33.59,212.56,4
46:43.2,133.12,204.94,32.29,53.36,34.84,389.46,4
46:43.2,159.27,189.26,72.67,69.33,37.83,234.13,5
46:43.2,108.23,223.37,72.77,83.42,7.98,659.92,4
46:43.2,119.71,200.66,72.23,36.58,18.5,621.26,4
46:43.2,68.45,260.42,34.33,86.01,7.49,398.81,4
46:43.2,101.62,252.19,47.07,118.31,12.38,605.4,4
46:43.2,112.22,177.41,79.1,47.11,13.03,437.56,4
46:43.2,86.11,164.14,66.32,101.33,21.42,653.75,4
46:43.2,85.94,210.99,21.63,111.71,14.4,472.51,4
46:43.2,94.27,254.52,23.91,114.93,8.53,447.37,4
46:43.2,62.14,157.23,47.84,116.41,10.86,760.84,4
46:43.2,94.9,223.32,74.55,76.93,10.15,350.53,4
46:43.2,84.89,232.35,52.32,117.96,39.06,272.27,4
46:43.2,91.71,232.71,49.87,98.16,31.58,550.73,4
46:43.2,69.17,133.63,26.33,44.55,38.87,781.59,4
46:43.2,164.59,245.46,59.41,72.92,20.39,426.7,5
46:43.2,122.92,265.66,69.33,94.65,14.74,237.22,4
46:43.2,135.97,146.4,42.83,52.26,32.94,403.58,4
46:43.2,139.28,146.53,66.54,87.66,16.42,503.56,4
46:43.2,110.97,273.1,77.87,89.99,15.48,297.15,4
46:43.2,62.2,134.74,32.23,44.64,13.14,594.86,4
46:43.2,111.28,244.8,51.4,80.86,9.54,798.65,4
46:43.2,113.05,180.82,37.23,99.45,13.98,471.04,4
46:43.2,130.31,143.43,67.57,74.9,17.44,412.84,4
46:43.2,111.46,275.9,54.66,31.09,28.59,440.42,4
46:43.2,67.7,179.94,58.07,30.81,7.19,269.09,4
46:43.2,89.83,203.12,67.87,62.13,12.37,729.96,4
46:43.2,101.35,180.7,43.76,113.36,33.32,448.9,4
46:43.2,129.27,213.15,74.91,50.58,10.14,432.36,4
46:43.2,113.98,132.56,51.98,87.09,16.99,595.81,4
46:43.2,99.01,183.49,29.48,49.99,35.26,465.22,4
46:43.2,168.87,278.8,61.75,58.95,10.42,588.94,5
46:43.2,127.94,160.5,67.6,106.32,7.9,236.87,4
46:43.2,85.75,230.9,39.01,95.6,21.96,688.23,4
46:43.2,71.98,177.95,71.43,38.59,15.58,764.3,4
46:43.2,73.89,244.49,74.37,68.58,24.72,589.26,4
46:43.2,81.66,130.96,36.61,32.63,33.13,772.74,4
46:43.2,75.57,280.76,79.01,73.28,9.8,290.86,4
46:43.2,72.15,176.63,28.44,89.62,25.32,486.45,4
46:43.2,92.92,160.27,32.12,40.67,22.69,561.08,4
46:43.2,71.32,117.59,31.05,56,10.04,549.04,4
46:43.2,152.59,137.06,73.64,65.81,26.84,440.88,5
46:43.2,67.92,208.31,59.26,112.76,14.58,402.85,4
46:43.2,116.34,170.96,29.13,119.39,22.07,276.09,4
46:43.2,100.42,247.43,46.42,34.04,7.88,435.05,4
46:43.2,165.4,183.69,56.92,98.49,21.09,297.6,5
46:43.2,72.02,161.57,25.01,63.46,15.73,640.62,4
46:43.2,98.26,210.75,72.94,65.32,33.78,325.3,4
46:43.2,173.27,242.92,68.22,97.88,6.99,235.14,5
46:43.2,143.94,131.82,50.31,112.66,19.65,531.42,4
46:43.2,153.35,145.7,78.03,115.58,21.05,557.14,5
46:43.2,89.1,124.03,45.07,81.94,30.38,723.15,4
46:43.2,71.72,225,79.05,62.14,25.1,546.19,4
46:43.2,129.59,221.3,60.08,100.88,28.35,407.29,4
46:43.2,152.44,182.58,58.08,52.59,32.2,681.81,5
46:43.2,121.85,261.31,29.96,80.77,35.18,524.17,4
46:43.2,120.63,248.6,72.92,62.27,15.99,247.57,4
46:43.2,89.05,214.41,45.65,89.1,23.83,539.51,4
46:43.2,136.02,246.69,29.73,51.64,34.4,744.81,4
46:43.2,73.78,140.55,20.76,47.24,39.63,437.79,4
46:43.2,86.21,122.23,53.59,112.64,36.13,377.8,4
46:43.2,101.01,153.32,51.64,39.16,18,286.08,4
46:43.2,113.82,122.63,63.16,75.54,11.83,290.87,4
46:43.2,87.4,211.53,73.42,49.88,22.13,459.66,4
46:43.2,70.5,275.77,24.76,33.5,30.96,557.41,4
46:43.2,123.24,117.52,63.89,33.24,22.24,248.37,4
46:43.2,94.04,141.09,31.24,45.77,21.91,763.74,4
46:43.2,124.89,193.86,71.49,108.01,34.34,653.08,4
46:43.2,77.79,285.41,69.14,55.42,17.65,551.97,4
46:43.2,110.32,165.76,52.45,115.54,35.09,697.06,4
46:43.2,111.67,190.42,62.61,82.35,19.24,248.11,4
46:43.2,57.86,111.38,38.86,69.3,16.49,486.1,4
46:43.2,96.73,141.34,48.27,82.21,20.89,578.06,4
46:43.2,67.21,262.73,69.3,76.5,31.69,697.19,4
46:43.2,61.32,266.42,47.56,98.29,9.41,670.08,4
46:43.2,167.65,113.35,41.47,55.42,11.87,366.24,5
46:43.2,92.95,274.41,49.65,61.77,38.3,764.53,4
46:43.2,148.81,222.52,69.69,110.47,11.14,274.61,4
46:43.2,80.49,245.52,40.11,115.18,24.87,725.08,4
46:43.2,130.05,185.16,30.43,110.33,25.28,782.56,4
46:43.2,143.51,201.95,62.72,67.75,22.14,306.29,4
46:43.2,130.95,207.16,69.56,100.23,27.57,633.24,4
46:43.2,112.36,231.32,26.04,72.87,13.04,224.17,4
46:43.2,108.29,143.64,34.39,74.78,24.34,443.25,4
46:43.2,98.63,121.42,28.52,48.42,18.03,509.77,4
46:43.2,162.21,165.88,40.88,83.2,28.16,548.39,5
46:43.2,142.47,220.25,47.02,46.75,9.94,761.56,4
46:43.2,167.99,149.39,64.93,59.84,24.98,603.35,5
46:43.2,71.15,229.1,59.07,106.95,11.48,488.77,4
46:43.2,139.88,278.97,57.26,48.64,14.75,685.81,4
46:43.2,160.86,127.59,41.14,36.4,12.65,770.32,5
